"Keyword","Currency","Avg. monthly searches","Three month change","YoY change","Competition","Competition (indexed value)","Top of page bid (low range)","Top of page bid (high range)","cluster","confidence"
"transfert cassette camescope sur pc","EUR","50","0%","0%","High","100","0.003775732","0.007976241","vhs_legacy","high"
"transfert cassette dvd","EUR","50","0%","0%","Medium","48","0.004689183","0.013721664","vhs_legacy","high"
"transfert cassette en dvd","EUR","50","0%","0%","Medium","48","0.004689183","0.013721664","vhs_legacy","high"
"transfert cassette hi8","EUR","50","0%","0%","Low","29","0","0","vhs_legacy","high"
"transfert cassette minidv","EUR","50","0%","0%","High","100","0.003472552","0.008004277","vhs_legacy","high"
"transfert cassette sur usb","EUR","50","?","0%","High","100","0.002892598","0.007595799","vhs_legacy","high"
"transfert cassette vhs c","EUR","50","0%","0%","High","100","0","0","vhs_legacy","high"
"transfert cassette vhs c sur dvd","EUR","50","0%","0%","Unknown","","0","0","vhs_legacy","high"
"transfert cassette vhs sur cd","EUR","50","0%","0%","High","100","0.004715589","0.011826953","vhs_legacy","high"
"transfert cassette vhs sur pc","EUR","50","0%","0%","High","100","0.001892104","0.010808203","vhs_legacy","high"
"transfert cassette video","EUR","50","0%","0%","High","76","0","0","vhs_legacy","high"
"transfert cassette video 8mm sur dvd","EUR","50","0%","0%","Unknown","","0","0","vhs_legacy","high"
"transfert cassette video camescope sur pc","EUR","50","0%","0%","High","100","0.00337899","0.008945765","vhs_legacy","high"
"transfert cassette video sur cd","EUR","50","0%","0%","High","100","0.003546228","0.011020755","vhs_legacy","high"
"transfert cassette video vhs sur dvd","EUR","50","0%","0%","High","100","0","0","vhs_legacy","high"
"transfert cassette video vhs sur pc","EUR","50","?","?","High","100","0","0","vhs_legacy","high"
"transfert cassettes video","EUR","50","0%","0%","High","76","0","0","vhs_legacy","high"
"transfert de cassette","EUR","50","0%","0%","High","98","0.004271904","0.012415383","vhs_legacy","high"
"transfert de cassette camescope sur cd","EUR","50","?","0%","High","100","0","0","vhs_legacy","high"
"transfert de cassette sur cle usb","EUR","50","0%","?","High","100","0","0","vhs_legacy","high"
"transfert de cassette sur dvd","EUR","50","-100%","-100%","Unknown","","0","0","vhs_legacy","high"
"transfert de cassette video sur dvd","EUR","50","0%","0%","High","96","0","0","vhs_legacy","high"
"transfert de vhs en numerique","EUR","50","?","0%","High","100","0","0","vhs_legacy","high"
"transfert de video cassette sur dvd","EUR","50","0%","0%","High","96","0","0","vhs_legacy","high"
"transfert film 8mm sur dvd fnac","EUR","50","0%","0%","Unknown","","0","0","vhs_legacy","high"
"transfert film cassette sur dvd","EUR","50","0%","0%","High","88","0.003947208","0.014926234","vhs_legacy","high"
"transfert hi8 sur dvd","EUR","50","0%","0%","High","90","0.010138599","0.013518241","vhs_legacy","high"
"transfert hi8 sur pc","EUR","50","0%","0%","High","100","0.006012743","0.011760123","vhs_legacy","high"
"transfert hi8 vers numérique","EUR","50","0%","0%","High","100","0.005066039","0.011401197","vhs_legacy","high"
"transfert k7 vhs","EUR","50","0%","-100%","Unknown","","0","0","vhs_legacy","high"
"transfert k7 video sur cd","EUR","50","0%","0%","High","100","0.005182421","0.043314311","vhs_legacy","high"
"transfert mini dv sur disque dur","EUR","50","0%","0%","High","100","0.005069299","0.024193761","vhs_legacy","high"
"transfert mini dv sur dvd fnac","EUR","50","0%","-100%","Unknown","","0","0","vhs_legacy","high"
"transfert super 8 dvd","EUR","50","0%","0%","High","90","0.00418584","0.011897043","vhs_legacy","high"
"transfert vhs a dvd","EUR","50","0%","0%","Medium","43","0","0","vhs_legacy","high"
"transfert vhs c","EUR","50","0%","0%","High","100","0","0","vhs_legacy","high"
"transfert vhs c sur dvd","EUR","50","0%","-100%","Unknown","","0","0","vhs_legacy","high"
"transfert vhs dvd fnac","EUR","50","0%","0%","High","82","0.002485098","0.010364843","vhs_legacy","high"
"transfert vhs dvd prix","EUR","50","0%","0%","Medium","57","0","0","vhs_legacy","high"
"transfert vhs pc","EUR","500","900%","0%","High","100","0.001596096","0.009366305","vhs_legacy","high"
"transfert vhs sur cd","EUR","50","0%","0%","High","100","0.003715748","0.009784889","vhs_legacy","high"
"transfert vhs usb","EUR","50","900%","900%","High","100","0.003041906","0.010721813","vhs_legacy","high"
"transfert video 8mm sur dvd","EUR","50","0%","0%","Unknown","","0","0","vhs_legacy","high"
"transfert video vhs","EUR","50","0%","0%","High","100","0","0","vhs_legacy","high"
"transfert vidéo sur dvd","EUR","50","0%","0%","Medium","43","0","0","vhs_legacy","high"
"transformation cassette camescope en dvd","EUR","50","0%","0%","Unknown","","0","0","vhs_legacy","high"
"transformation cassette en usb","EUR","50","0%","0%","High","99","0.003896026","0.008973801","vhs_legacy","high"
"transformation cassette video en dvd","EUR","50","0%","?","High","71","0","0","vhs_legacy","high"
"transformation de cassette vhs en dvd","EUR","50","0%","?","High","100","0","0","vhs_legacy","high"
"transformer cassette 8mm en dvd","EUR","50","0%","0%","High","100","0","0","vhs_legacy","high"
"transformer cassette hi8 en dvd","EUR","50","?","?","High","100","0","0","vhs_legacy","high"
"transformer cassette vhs","EUR","50","-100%","-100%","Unknown","","0","0","vhs_legacy","high"
"transformer cassette vhs en cd","EUR","50","0%","0%","High","76","0","0","vhs_legacy","high"
"transformer cassette vhs en usb","EUR","50","0%","0%","High","100","0.003387792","0.009381627","vhs_legacy","high"
"transformer cassette video 8 en dvd","EUR","50","0%","?","High","100","0","0","vhs_legacy","high"
"transformer cassette video en dvd","EUR","50","0%","0%","High","83","0","0","vhs_legacy","high"
"transformer cassette video en numerique","EUR","50","0%","900%","High","100","0.003449732","0.010048949","vhs_legacy","high"
"transformer cassettes en dvd","EUR","50","0%","0%","High","75","0","0","vhs_legacy","high"
"transformer cassettes vhs en dvd","EUR","50","0%","?","High","100","0","0","vhs_legacy","high"
"transformer des cassettes en dvd","EUR","500","0%","-90%","High","92","0.004023492","0.010813419","vhs_legacy","high"
"transformer des cassettes video en dvd","EUR","50","0%","0%","High","98","0.004821865","0.013010659","vhs_legacy","high"
"transformer des super 8 en dvd","EUR","50","0%","0%","High","100","0.004862941","0.011439013","vhs_legacy","high"
"transformer des vhs en dvd","EUR","500","0%","0%","High","100","0.003474508","0.009035741","vhs_legacy","high"
"transformer hi8 en numerique","EUR","50","0%","0%","High","100","0.004540854","0.014807244","vhs_legacy","high"
"transformer k7 video en dvd","EUR","50","0%","0%","High","100","0.003438974","0.014937644","vhs_legacy","high"
"transformer les cassettes de camescope en dvd","EUR","50","0%","?","High","100","0.00309211","0.011826301","vhs_legacy","high"
"transformer les cassettes en dvd","EUR","500","0%","-90%","High","92","0.004023492","0.010813419","vhs_legacy","high"
"transformer mini dv en numerique","EUR","50","0%","0%","Unknown","","0","0","vhs_legacy","high"
"transformer ses cassettes vhs en dvd","EUR","50","0%","0%","High","100","0.002153882","0.006970531","vhs_legacy","high"
"transformer ses vhs en dvd","EUR","50","0%","0%","High","100","0","0","vhs_legacy","high"
"transformer une cassette vhs en cd","EUR","50","0%","0%","High","100","0","0","vhs_legacy","high"
"transformer une cassette video en cd","EUR","50","0%","0%","High","100","0.002584202","0.005680549","vhs_legacy","high"
"transformer une cassette video en dvd","EUR","50","0%","0%","High","98","0.004821865","0.013010659","vhs_legacy","high"
"transformer une cassette video vhs en dvd","EUR","50","0%","0%","High","68","0","0","vhs_legacy","high"
"transformer vhs en clé usb","EUR","50","0%","0%","High","100","0.00295682","0.016208066","vhs_legacy","high"
"transformer video vhs en numerique","EUR","50","0%","0%","High","100","0","0","vhs_legacy","high"
"transférer des cassettes camescope en dvd","EUR","50","0%","0%","Unknown","","0","0","vhs_legacy","high"
"transférer vhs sur clé usb","EUR","500","0%","0%","High","100","0.003588934","0.009866389","vhs_legacy","high"
"télécharger montage vidéo avec photo et musique","EUR","50","0%","0%","Unknown","","0","0","direct_service","high"
"télécharger montage vidéo avec photo et musique gratuit","EUR","50","0%","0%","Unknown","","0","0","direct_service","high"
"télécharger montage vidéo avec photo et musique pour pc","EUR","50","0%","-100%","Unknown","","0","0","direct_service","high"
"vhs numeriser","EUR","50","0%","0%","High","100","0.004187144","0.009164185","vhs_legacy","high"
"vhs sur disque dur","EUR","50","0%","0%","High","96","0.002792842","0.010415699","vhs_legacy","high"
"vhs transfert dvd","EUR","500","0%","0%","High","100","0.004274186","0.011944639","vhs_legacy","high"
"vhs transfert pc","EUR","0","0%","0%","Unknown","","0","0","vhs_legacy","high"
"video avec photo et musique gratuit","EUR","50","0%","0%","Unknown","","0","0","direct_service","high"
"video avec photo pour anniversaire","EUR","50","0%","0%","Medium","43","0.001150454","0.007237199","direct_service","high"
"video avec photos et musique","EUR","50","0%","0%","Medium","52","0.001404408","0.009312841","direct_service","high"
"video de photo avec musique gratuit","EUR","50","0%","0%","Unknown","","0","0","direct_service","high"
"video diaporama anniversaire","EUR","50","0%","0%","Low","29","0","0","direct_service","high"
"video montage mariage","EUR","500","-90%","-90%","Medium","50","0.005211761","0.014223378","direct_service","high"
"video montage mariage original","EUR","50","?","0%","Low","0","0","0","direct_service","high"
"video montage photo anniversaire","EUR","50","0%","0%","Medium","51","0.00423963","0.011937467","direct_service","high"
"video montage photo mariage","EUR","50","0%","0%","Medium","57","0","0","direct_service","high"
"video montage pour mariage","EUR","500","-90%","-90%","Medium","50","0.005211761","0.014223378","direct_service","high"
"video surprise pour mariage","EUR","50","0%","0%","Low","11","0","0","life_events","medium"
"vidéo mariage montage","EUR","50","0%","0%","Medium","36","0","0","life_events","medium"
"vidéo montage mariage","EUR","500","-90%","-90%","Medium","50","0.005211761","0.014223378","direct_service","high"
"vidéo surprise invités mariage","EUR","50","0%","?","Low","0","0","0","life_events","medium"
"vidéo surprise mariage original","EUR","50","-100%","-100%","Unknown","","0","0","life_events","medium"
"youtube diaporama anniversaire","EUR","50","0%","?","Low","0","0","0","direct_service","high"
"film souvenir personnalisé","EUR",""," --"," --","Unknown","","0","0","direct_service","high"
"montage vidéo avec photos et musique","EUR",""," --"," --","Unknown","","0","0","direct_service","high"
"cadeau retraite","EUR","5000","0%","0%","High","100","0.00122413","0.004936943","gift_retirement","high"
"cadeau retraite homme","EUR","5000","0%","0%","High","100","0.001100576","0.004406542","gift_retirement","high"
"cadeau retraite femme","EUR","5000","0%","0%","High","100","0.001239126","0.006248441","gift_retirement","high"
"cadeau depart retraite","EUR","5000","0%","0%","High","100","0.001367896","0.005676637","gift_retirement","high"
"idée cadeau retraite homme","EUR","500","900%","0%","High","100","0.000896826","0.004794155","gift_retirement","high"
"idée cadeau retraite femme","EUR","500","0%","0%","High","100","0.001193812","0.005601657","gift_retirement","high"
"cadeau de retraite","EUR","500","0%","0%","High","100","0.001397236","0.005896687","gift_retirement","high"
"idée cadeau retraite","EUR","5000","900%","0%","High","100","0.00135453","0.005421053","gift_retirement","high"
"idée cadeau retraite original","EUR","500","0%","0%","High","100","0.000926818","0.004377854","gift_retirement","high"
"idee cadeau depart a la retraite","EUR","500","0%","0%","High","100","0.001191204","0.004825777","gift_retirement","high"
"cadeau de départ","EUR","500","0%","0%","High","91","0.001270096","0.003979156","gift_other","medium"
"cadeau pour retraite","EUR","5000","0%","0%","High","100","0.00122413","0.004936943","gift_retirement","high"
"box retraite","EUR","50","900%","0%","High","100","0.003699448","0.020749246","gift_retirement","high"
"cadeau retraite personnalisé","EUR","500","0%","0%","High","100","0.001862438","0.005503205","gift_retirement","high"
"cadeau de retraite original","EUR","50","0%","0%","High","97","0","0","gift_retirement","high"
"idée cadeau retraite collègue","EUR","50","0%","-90%","High","100","0.00109373","0.008869807","gift_retirement","high"
"cadeau de retraite femme","EUR","500","0%","0%","High","100","0.0014833","0.006675827","gift_retirement","high"
"cadeau départ retraite femme","EUR","500","0%","0%","High","100","0.001255752","0.006941517","gift_retirement","high"
"cadeau depart","EUR","500","0%","0%","High","100","0.001226738","0.004723739","gift_other","medium"
"cadeau homme retraite","EUR","5000","0%","0%","High","100","0.001100576","0.004406542","gift_retirement","high"
"cadeau départ en retraite","EUR","500","0%","0%","High","100","0.001336274","0.005164491","gift_retirement","high"
"cadeau départ retraite homme","EUR","500","0%","0%","High","100","0.001293568","0.005109397","gift_retirement","high"
"cadeau pour retraité homme","EUR","5000","0%","0%","High","100","0.001100576","0.004406542","gift_retirement","high"
"coffret cadeau retraite femme","EUR","500","-90%","-90%","High","100","0.001506446","0.010873077","gift_retirement","high"
"cadeau pour retraite femme","EUR","5000","0%","0%","High","100","0.001239126","0.006248441","gift_retirement","high"
"cadeau pour la retraite","EUR","5000","0%","0%","High","100","0.00122413","0.004936943","gift_retirement","high"
"cadeau de départ personnalisé","EUR","50","0%","0%","High","97","0.001871566","0.008064913","gift_personalized","high"
"idee cadeau depart","EUR","500","0%","-90%","High","100","0.00110188","0.004676143","gift_other","medium"
"cadeau de retraite pour homme","EUR","500","0%","0%","High","100","0.0010432","0.004063916","gift_retirement","high"
"cadeau retraite femme original","EUR","500","0%","0%","High","100","0.000926492","0.004662125","gift_retirement","high"
"idée cadeau départ retraite","EUR","500","0%","0%","High","100","0.001403104","0.006857735","gift_retirement","high"
"cadeau départ entreprise","EUR","50","0%","0%","High","100","0.002093246","0.010949361","gift_other","medium"
"carte cadeau retraite","EUR","500","0%","0%","High","100","0.004545418","0.015108468","gift_retirement","high"
"cadeau femme retraite","EUR","5000","0%","0%","High","100","0.001239126","0.006248441","gift_retirement","high"
"cadeau de retraite pour femme","EUR","500","0%","0%","High","100","0.0014833","0.006675827","gift_retirement","high"
"idée cadeau de départ","EUR","500","0%","-90%","High","100","0.001073192","0.004878589","gift_other","medium"
"cadeau retraite maman","EUR","50","0%","0%","High","97","0.001360398","0.006766781","gift_mothers","high"
"coffret cadeau retraite homme","EUR","50","0%","-90%","High","100","0.001678248","0.008743319","gift_retirement","high"
"cadeau pour depart retraite","EUR","5000","0%","0%","High","100","0.001367896","0.005676637","gift_retirement","high"
"cadeau départ à la retraite","EUR","5000","0%","0%","High","100","0.001367896","0.005676637","gift_retirement","high"
"retraite cadeau","EUR","5000","0%","0%","High","100","0.00122413","0.004936943","gift_retirement","high"
"idée cadeau départ retraite femme","EUR","500","0%","0%","High","100","0.001153388","0.005703695","gift_retirement","high"
"smartbox retraite","EUR","50","900%","900%","High","100","0.002191372","0.014856144","gift_retirement","high"
"wonderbox retraite","EUR","500","900%","0%","High","100","0.0021027","0.007492457","gift_retirement","high"
"cadeau de retraite homme","EUR","500","0%","0%","High","100","0.0010432","0.004063916","gift_retirement","high"
"idée cadeau départ retraite collègue femme","EUR","500","0%","0%","High","100","0.001069606","0.008072411","gift_retirement","high"
"cadeau personnalisé retraite homme","EUR","50","0%","0%","High","100","0.002156164","0.006871101","gift_retirement","high"
"idée cadeau départ en retraite","EUR","500","0%","0%","High","100","0.00143929","0.006409811","gift_retirement","high"
"cadeau personnalisé retraite femme","EUR","50","0%","0%","High","100","0.002005552","0.006032303","gift_retirement","high"
"cadeau personnalisé retraite","EUR","500","0%","0%","High","100","0.001862438","0.005503205","gift_retirement","high"
"box cadeau retraite","EUR","50","900%","900%","High","100","0.003756172","0.011838689","gift_retirement","high"
"cadeau pour une retraite","EUR","5000","0%","0%","High","100","0.00122413","0.004936943","gift_retirement","high"
"cadeau retraite homme humour","EUR","50","0%","-90%","High","100","0.00108232","0.00356807","gift_retirement","high"
"idee cadeau depart retraite","EUR","500","0%","0%","High","100","0.00143929","0.006409811","gift_retirement","high"
"cadeau retraite maitresse","EUR","50","0%","0%","High","100","0.00152405","0.003301728","gift_retirement","high"
"cadeau original pour retraite homme","EUR","500","0%","0%","High","99","0.001185336","0.004581929","gift_retirement","high"
"cadeau maîtresse retraite","EUR","50","0%","0%","High","100","0.001496014","0.005497663","gift_retirement","high"
"cadeau depart a la retraite","EUR","500","0%","0%","High","100","0.001537742","0.004868157","gift_retirement","high"
"cadeau pour un retraité","EUR","5000","0%","0%","High","100","0.00122413","0.004936943","gift_retirement","high"
"cadeau pour un retraité homme","EUR","50","0%","-90%","High","100","0.000696336","0.005207523","gift_retirement","high"
"idée cadeau départ retraite homme","EUR","50","900%","0%","High","100","0.001069606","0.005347703","gift_retirement","high"
"idée cadeau homme retraite","EUR","500","900%","0%","High","100","0.000896826","0.004794155","gift_retirement","high"
"cadeau de départ entreprise","EUR","50","0%","0%","High","100","0","0","gift_other","medium"
"cadeau départ en retraite homme","EUR","50","0%","-90%","High","100","0.001366592","0.004141504","gift_retirement","high"
"idée cadeau pour retraite femme","EUR","500","0%","0%","High","100","0.001193812","0.005601657","gift_retirement","high"
"cadeau pour un depart a la retraite","EUR","500","0%","0%","High","100","0.001537742","0.004868157","gift_retirement","high"
"cadeau départ en retraite femme","EUR","500","900%","900%","High","100","0.001578492","0.007256759","gift_retirement","high"
"idée cadeau femme retraite","EUR","50","900%","0%","High","100","0.001183706","0.006300601","gift_retirement","high"
"cadeau pour la retraite homme","EUR","5000","0%","0%","High","100","0.001100576","0.004406542","gift_retirement","high"
"cadeau jeune retraité","EUR","50","900%","0%","High","100","0.001384522","0.005830835","gift_retirement","high"
"box retraite femme","EUR","50","0%","0%","High","100","0.002420224","0.010143163","gift_retirement","high"
"idee cadeau couple retraite","EUR","50","900%","0%","High","100","0.00143929","0.006641271","gift_retirement","high"
"cadeau original retraite","EUR","500","0%","0%","High","100","0.00147841","0.004910537","gift_retirement","high"
"cadeau pour une retraite femme","EUR","5000","0%","0%","High","100","0.001239126","0.006248441","gift_retirement","high"
"coffret cadeau retraite","EUR","50","0%","0%","High","100","0.002461626","0.010938929","gift_retirement","high"
"idée cadeau départ entreprise","EUR","50","0%","0%","High","100","0.001167406","0.010551967","gift_other","medium"
"idée cadeau pour couple retraité","EUR","50","900%","0%","High","100","0.00143929","0.006641271","gift_retirement","high"
"cadeau retraite humour","EUR","500","900%","0%","High","100","0.001413862","0.003894396","gift_retirement","high"
"cadeau pension","EUR","50","-100%","0%","Unknown","","0","0","gift_retirement","high"
"cadeau pour la retraite femme","EUR","5000","0%","0%","High","100","0.001239126","0.006248441","gift_retirement","high"
"cadeau de depart retraite","EUR","500","-90%","-90%","High","100","0.001352248","0.007856599","gift_retirement","high"
"cadeau pour départ en retraite","EUR","5000","0%","0%","High","100","0.001367896","0.005676637","gift_retirement","high"
"cadeau pour jeune retraité","EUR","50","900%","0%","High","100","0.001384522","0.005830835","gift_retirement","high"
"idée cadeau pour retraite homme","EUR","500","900%","0%","High","100","0.000896826","0.004794155","gift_retirement","high"
"cadeau retraite nounou","EUR","50","0%","0%","High","100","0.001972952","0.004487716","gift_retirement","high"
"cadeau pour depart a la retraite","EUR","500","0%","0%","High","100","0.001537742","0.004868157","gift_retirement","high"
"cadeau de départ en retraite","EUR","500","-90%","-90%","High","100","0.001352248","0.007856599","gift_retirement","high"
"cadeau bonne retraite","EUR","50","0%","0%","High","100","0.001849398","0.006211603","gift_retirement","high"
"depart retraite cadeau","EUR","50","0%","0%","High","100","0.00156806","0.006413723","gift_retirement","high"
"cadeau original retraite homme","EUR","500","0%","0%","High","99","0.001185336","0.004581929","gift_retirement","high"
"quoi offrir pour un depart a la retraite","EUR","50","0%","0%","High","100","0","0","gift_retirement","high"
"cadeau rigolo retraite","EUR","50","0%","0%","High","100","0.001146216","0.003963834","gift_retirement","high"
"cadeau couple retraité","EUR","50","900%","0%","High","100","0.00164304","0.006960751","gift_retirement","high"
"cadeau depart a la retraite homme","EUR","50","0%","0%","High","100","0.00119805","0.004385678","gift_retirement","high"
"cadeau original retraite femme","EUR","50","0%","0%","High","100","0.000931382","0.009756853","gift_retirement","high"
"idee cadeau pour retraite","EUR","5000","900%","0%","High","100","0.00135453","0.005421053","gift_retirement","high"
"idée cadeau pour une retraite femme","EUR","50","0%","0%","High","100","0.001608484","0.007788791","gift_retirement","high"
"cadeau atsem retraite","EUR","50","0%","0%","High","100","0.00138224","0.005164491","gift_retirement","high"
"cadeau pour couple retraité","EUR","50","0%","-90%","High","100","0.001274334","0.005304345","gift_retirement","high"
"idee cadeau pour depart en retraite","EUR","500","0%","0%","High","100","0.001403104","0.006857735","gift_retirement","high"
"cadeau départ employé","EUR","50","0%","0%","High","100","0","0","gift_other","medium"
"cadeau original depart retraite","EUR","50","0%","0%","High","100","0","0","gift_retirement","high"
"retraite cadeau original","EUR","500","0%","0%","High","100","0.00147841","0.004910537","gift_retirement","high"
"cadeau retraite couple","EUR","50","0%","0%","High","100","0.002181266","0.008511207","gift_retirement","high"
"cadeau patron départ","EUR","50","-100%","-100%","Unknown","","0","0","gift_other","medium"
"cadeau retraite collegue","EUR","50","0%","0%","High","100","0.001151758","0.003703034","gift_retirement","high"
"depart en retraite cadeau","EUR","50","0%","0%","High","100","0.00139528","0.004153566","gift_retirement","high"
"quoi offrir pour une retraite","EUR","50","0%","0%","High","100","0","0","gift_retirement","high"
"amazon cadeau retraite","EUR","50","0%","0%","High","89","0","0","gift_retirement","high"
"boite cadeau retraite","EUR","50","0%","0%","High","97","0","0","gift_retirement","high"
"bon cadeau retraite","EUR","50","0%","0%","High","100","0","0","gift_retirement","high"
"bonne retraite cadeau","EUR","50","0%","0%","High","95","0.001588272","0.003047774","gift_retirement","high"
"box pour retraité","EUR","50","0%","0%","High","100","0.00302691","0.010322463","gift_retirement","high"
"box retraite homme","EUR","50","0%","0%","High","100","0.002017614","0.008354075","gift_retirement","high"
"cadeau collegue retraite","EUR","50","0%","0%","High","100","0.00094703","0.004813389","gift_retirement","high"
"cadeau de depart a la retraite","EUR","50","0%","0%","High","100","0.000985498","0.0042543","gift_retirement","high"
"cadeau de depart en retraite homme","EUR","50","0%","0%","High","100","0.000867812","0.009116589","gift_retirement","high"
"cadeau de depart homme","EUR","50","0%","0%","High","100","0.001477432","0.003772146","gift_other","medium"
"cadeau de depart original","EUR","50","0%","0%","High","100","0","0","gift_other","medium"
"cadeau de départ en retraite femme","EUR","50","0%","0%","High","100","0","0","gift_retirement","high"
"cadeau de départ en retraite pour femme","EUR","50","?","0%","High","100","0","0","gift_retirement","high"
"cadeau de départ en retraite pour homme","EUR","50","0%","0%","High","100","0.000867812","0.009116589","gift_retirement","high"
"cadeau de départ pour un collègue","EUR","500","0%","0%","High","100","0.001245972","0.003959596","gift_retirement","high"
"cadeau de départ à la retraite","EUR","500","-90%","-90%","High","100","0.001352248","0.007856599","gift_retirement","high"
"cadeau de noel pour retraité","EUR","50","0%","0%","High","100","0.000996256","0.004910537","gift_retirement","high"
"cadeau de retraite maman","EUR","50","0%","0%","High","100","0","0","gift_mothers","high"
"cadeau de retraite papa","EUR","50","0%","0%","High","100","0","0","gift_fathers","high"
"cadeau de retraite pour un homme","EUR","50","0%","0%","High","100","0","0","gift_retirement","high"
"cadeau depart a la retraite femme","EUR","50","0%","0%","High","100","0.001576862","0.003548184","gift_retirement","high"
"cadeau depart en retraite original","EUR","50","0%","-100%","Unknown","","0","0","gift_retirement","high"
"cadeau depart homme","EUR","50","0%","0%","High","100","0","0","gift_other","medium"
"cadeau depart retraite collegue","EUR","50","900%","900%","High","100","0.001198376","0.003814526","gift_retirement","high"
"cadeau depart retraite homme humoristique","EUR","50","?","?","High","100","0.001048742","0.002376866","gift_retirement","high"
"cadeau depart retraite humour","EUR","50","0%","0%","High","100","0","0","gift_retirement","high"
"cadeau depart retraite institutrice","EUR","50","0%","0%","High","100","0","0","gift_retirement","high"
"cadeau depart retraite maitresse","EUR","50","0%","0%","High","100","0.00176366","0.00310189","gift_retirement","high"
"cadeau depart retraite medecin","EUR","50","0%","0%","High","99","0.00029503","0.003577198","gift_retirement","high"
"cadeau depart retraite nounou","EUR","50","0%","0%","High","100","0","0","gift_retirement","high"
"cadeau depart retraite patron","EUR","50","0%","0%","High","100","0","0","gift_retirement","high"
"cadeau drole retraite","EUR","50","0%","0%","High","100","0.001406364","0.003662936","gift_retirement","high"
"cadeau départ en retraite collègue","EUR","50","0%","0%","High","100","0","0","gift_retirement","high"
"cadeau départ en retraite maitresse","EUR","50","0%","0%","High","100","0","0","gift_retirement","high"
"cadeau départ retraite atsem","EUR","50","0%","0%","High","100","0.003132534","0.007667519","gift_retirement","high"
"cadeau départ retraite d une collègue","EUR","50","0%","-100%","Unknown","","0","0","gift_retirement","high"
"cadeau départ retraite enseignant","EUR","50","?","0%","High","100","0","0","gift_retirement","high"
"cadeau départ retraite médecin généraliste","EUR","50","0%","0%","High","100","0.0010269","0.004910537","gift_retirement","high"
"cadeau départ salarié","EUR","50","0%","0%","High","96","0.007656435","0.05120351","gift_other","medium"
"cadeau départ à la retraite femme","EUR","500","0%","0%","High","100","0.001255752","0.006941517","gift_retirement","high"
"cadeau départ à la retraite homme","EUR","500","0%","0%","High","100","0.001293568","0.005109397","gift_retirement","high"
"cadeau ehpad","EUR","50","0%","0%","High","100","0.001687376","0.003586","gift_retirement","high"
"cadeau femme depart retraite","EUR","50","0%","0%","High","100","0.001572298","0.006434261","gift_retirement","high"
"cadeau femme retraitee","EUR","5000","0%","0%","High","100","0.001239126","0.006248441","gift_other","medium"
"cadeau fete des meres ehpad","EUR","50","0%","0%","Unknown","","0","0","gift_mothers","high"
"cadeau futur retraité","EUR","50","900%","0%","High","100","0.001169688","0.004065872","gift_retirement","high"
"cadeau homme a la retraite","EUR","50","0%","0%","High","100","0.00048737","0.001906448","gift_retirement","high"
"cadeau homme depart retraite","EUR","500","0%","0%","High","100","0.001293568","0.005109397","gift_retirement","high"
"cadeau humoristique retraite","EUR","50","0%","0%","High","100","0.001183706","0.00270906","gift_retirement","high"
"cadeau humoristique retraite homme","EUR","50","0%","0%","High","100","0.00143929","0.002682654","gift_retirement","high"
"cadeau humour retraite","EUR","500","900%","0%","High","100","0.001413862","0.003894396","gift_retirement","high"
"cadeau humour retraite homme","EUR","50","0%","0%","High","100","0","0","gift_retirement","high"
"cadeau insolite retraite","EUR","50","0%","0%","High","100","0","0","gift_retirement","high"
"cadeau maison de retraite","EUR","50","0%","0%","High","100","0.000783704","0.00270906","gift_retirement","high"
"cadeau maitresse depart en retraite","EUR","50","-100%","-100%","Unknown","","0","0","gift_retirement","high"
"cadeau maitresse depart retraite","EUR","50","0%","0%","High","100","0","0","gift_retirement","high"
"cadeau médecin généraliste retraite","EUR","50","0%","0%","High","90","0","0","gift_retirement","high"
"cadeau médecin retraite","EUR","50","0%","-90%","High","99","0.001015816","0.00385332","gift_retirement","high"
"cadeau noel ehpad","EUR","50","0%","0%","High","82","0","0","gift_retirement","high"
"cadeau noel maison de retraite","EUR","50","0%","0%","High","100","0","0","gift_retirement","high"
"cadeau noel pour retraité","EUR","50","0%","0%","High","100","0.000688186","0.003303684","gift_retirement","high"
"cadeau noel residents ehpad","EUR","50","0%","0%","High","91","0","0","gift_retirement","high"
"cadeau noel retraite","EUR","50","900%","0%","High","99","0.00086879","0.005092445","gift_retirement","high"
"cadeau nounou retraite","EUR","50","0%","0%","High","100","0.002050214","0.003979156","gift_retirement","high"
"cadeau nouveau retraité","EUR","50","0%","0%","High","100","0.001672054","0.008028075","gift_retirement","high"
"cadeau original depart en retraite","EUR","50","0%","0%","High","100","0","0","gift_retirement","high"
"cadeau original départ en retraite femme","EUR","50","0%","0%","High","100","0","0","gift_retirement","high"
"cadeau original départ retraite femme","EUR","50","0%","0%","High","100","0","0","gift_retirement","high"
"cadeau original départ retraite homme","EUR","50","0%","0%","High","100","0.001187292","0.004179646","gift_retirement","high"
"cadeau original pour depart en retraite","EUR","50","0%","0%","High","100","0","0","gift_retirement","high"
"cadeau original pour depart retraite femme","EUR","50","0%","0%","High","100","0","0","gift_retirement","high"
"cadeau original pour départ retraite femme","EUR","50","0%","0%","High","100","0","0","gift_retirement","high"
"cadeau original pour retraite","EUR","500","0%","0%","High","100","0.00147841","0.004910537","gift_retirement","high"
